compound,const,workerID,judgement
bank card,bank,1074,3
bank card,card,1091,2
bank card,card,1057,5
bank card,card,1064,5
bank card,card,1008,4
bank card,card,1074,4
bank card,card,1042,5
bank card,card,1010,3
bank card,card,1030,1
bank card,card,1004,5
bank card,card,1088,4
bank card,card,1093,1
bank card,card,1016,5
bank card,card,1022,5
bank card,card,1050,5
bank card,card,1012,5
bank card,bank,1010,1
bank card,bank,1091,4
bank card,bank,1008,5
bank card,bank,1057,5
bank card,bank,1088,5
bank card,bank,1012,0
bank card,bank,1042,5
bank card,bank,1050,5
bank card,bank,1064,4
bank card,bank,1016,3
bank card,bank,1030,0
bank card,bank,1004,5
bank card,bank,1022,3
bank card,bank,1093,5
case conference,conference,1008,3
case conference,conference,1064,5
case conference,conference,1012,0
case conference,conference,1022,5
case conference,conference,1093,5
case conference,conference,1004,0
case conference,conference,1042,5
case conference,conference,1010,3
case conference,conference,1016,3
case conference,conference,1091,3
case conference,conference,1057,4
case conference,conference,1030,2
case conference,case,1010,0
case conference,case,1030,0
case conference,case,1042,5
case conference,case,1064,3
case conference,case,1074,2
case conference,case,1012,5
case conference,case,1022,5
case conference,case,1050,4
case conference,case,1004,0
case conference,case,1008,1
case conference,case,1091,2
case conference,case,1088,4
case conference,case,1016,3
case conference,case,1093,0
case conference,conference,1074,4
case conference,case,1057,5
case conference,conference,1088,4
case conference,conference,1050,3
cup cake,cup,1050,3
cup cake,cake,1008,2
cup cake,cake,1022,5
cup cake,cake,1057,5
cup cake,cake,1091,3
cup cake,cake,1064,5
cup cake,cake,1088,5
cup cake,cake,1050,5
cup cake,cake,1042,5
cup cake,cake,1004,5
cup cake,cake,1012,5
cup cake,cake,1074,5
cup cake,cup,1064,1
cup cake,cake,1016,5
cup cake,cake,1030,5
cup cake,cake,1093,5
cup cake,cake,1010,4
cup cake,cup,1010,1
cup cake,cup,1012,0
cup cake,cup,1057,1
cup cake,cup,1074,1
cup cake,cup,1004,0
cup cake,cup,1030,0
cup cake,cup,1016,1
cup cake,cup,1042,0
cup cake,cup,1093,4
cup cake,cup,1088,0
cup cake,cup,1008,4
cup cake,cup,1091,1
cup cake,cup,1022,0
emergency closure,closure,1042,2
emergency closure,closure,1057,5
emergency closure,closure,1093,5
emergency closure,emergency,1012,0
emergency closure,closure,1091,3
emergency closure,emergency,1004,5
emergency closure,closure,1010,1
emergency closure,emergency,1064,5
emergency closure,emergency,1088,5
emergency closure,closure,1008,1
emergency closure,closure,1074,5
emergency closure,closure,1016,4
emergency closure,closure,1088,5
emergency closure,emergency,1008,4
emergency closure,emergency,1042,3
emergency closure,closure,1030,1
emergency closure,emergency,1022,5
emergency closure,closure,1022,5
emergency closure,closure,1012,4
emergency closure,emergency,1057,5
emergency closure,emergency,1050,5
emergency closure,closure,1064,5
emergency closure,emergency,1010,3
emergency closure,emergency,1093,5
emergency closure,emergency,1074,3
emergency closure,emergency,1030,1
emergency closure,closure,1004,5
emergency closure,emergency,1016,4
emergency closure,emergency,1091,3
emergency closure,closure,1050,5
factory closure,factory,1016,4
factory closure,closure,1091,3
factory closure,factory,1004,5
factory closure,factory,1008,4
factory closure,factory,1088,5
factory closure,factory,1074,5
factory closure,factory,1064,5
factory closure,factory,1030,1
factory closure,factory,1091,3
factory closure,factory,1050,5
factory closure,closure,1064,5
factory closure,factory,1022,4
factory closure,closure,1074,5
factory closure,closure,1010,1
factory closure,closure,1016,4
factory closure,closure,1042,5
factory closure,closure,1057,5
factory closure,factory,1010,1
factory closure,closure,1004,5
factory closure,closure,1093,5
factory closure,factory,1093,5
factory closure,closure,1030,4
factory closure,factory,1012,5
factory closure,factory,1042,5
factory closure,closure,1050,5
factory closure,factory,1057,5
factory closure,closure,1022,5
factory closure,closure,1008,2
factory closure,closure,1012,3
factory closure,closure,1088,5
fruit cake,cake,1093,5
fruit cake,cake,1008,4
fruit cake,cake,1010,4
fruit cake,fruit,1057,4
fruit cake,fruit,1074,4
fruit cake,fruit,1030,5
fruit cake,fruit,1016,5
fruit cake,fruit,1012,3
fruit cake,fruit,1004,5
fruit cake,fruit,1064,4
fruit cake,fruit,1042,5
fruit cake,fruit,1091,4
fruit cake,fruit,1088,4
fruit cake,fruit,1022,2
fruit cake,fruit,1008,2
fruit cake,fruit,1093,4
fruit cake,fruit,1050,5
fruit cake,fruit,1010,4
fruit cake,cake,1016,5
fruit cake,cake,1057,5
fruit cake,cake,1042,5
fruit cake,cake,1091,2
fruit cake,cake,1074,5
fruit cake,cake,1030,5
fruit cake,cake,1012,5
fruit cake,cake,1088,5
fruit cake,cake,1050,5
fruit cake,cake,1064,5
fruit cake,cake,1004,5
fruit cake,cake,1022,5
gift card,gift,1074,2
gift card,card,1008,3
gift card,card,1064,5
gift card,card,1057,5
gift card,card,1088,5
gift card,card,1093,5
gift card,gift,1091,3
gift card,gift,1030,1
gift card,card,1030,5
gift card,gift,1022,5
gift card,card,1091,2
gift card,card,1016,5
gift card,card,1074,4
gift card,gift,1004,5
gift card,gift,1042,5
gift card,card,1004,5
gift card,gift,1088,4
gift card,card,1012,5
gift card,gift,1012,0
gift card,card,1022,5
gift card,card,1050,5
gift card,card,1042,5
gift card,card,1010,2
gift card,gift,1093,5
gift card,gift,1010,1
gift card,gift,1008,4
gift card,gift,1064,5
gift card,gift,1016,3
gift card,gift,1057,5
gift card,gift,1050,4
greeting card,card,1030,5
greeting card,card,1010,3
greeting card,card,1042,5
greeting card,card,1074,4
greeting card,card,1064,4
greeting card,card,1057,5
greeting card,greeting,1004,0
greeting card,card,1012,5
greeting card,card,1008,4
greeting card,card,1016,5
greeting card,greeting,1050,4
greeting card,greeting,1016,2
greeting card,card,1022,5
greeting card,greeting,1088,4
greeting card,greeting,1022,4
greeting card,card,1050,5
greeting card,greeting,1093,5
greeting card,greeting,1030,0
greeting card,greeting,1010,2
greeting card,card,1004,5
greeting card,greeting,1064,3
greeting card,greeting,1008,3
greeting card,greeting,1057,5
greeting card,greeting,1091,3
greeting card,card,1091,2
greeting card,greeting,1012,0
greeting card,greeting,1074,1
greeting card,card,1088,5
greeting card,card,1093,5
greeting card,greeting,1042,5
identity card,card,1057,5
identity card,card,1064,5
identity card,identity,1008,3
identity card,identity,1088,5
identity card,identity,1022,5
identity card,identity,1016,3
identity card,identity,1064,5
identity card,identity,1093,5
identity card,identity,1030,1
identity card,identity,1091,4
identity card,identity,1050,5
identity card,identity,1057,5
identity card,identity,1012,0
identity card,identity,1074,3
